a1_0,a1_1,a1_2,a1_3,a2_0,a2_1,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b3_0,b3_1,b3_2,b3_3,b4_0,b4_1,b4_2,b4_3,c1_0,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c1_7,c1_8,c1_9,c1_10,c1_11,c2_0,c2_1,c2_2,c2_3,c2_4,c2_5,c3_0,c3_1,c3_2,c4_0,c4_1,risk_index,risk_label
1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1.3821788671296296,LOW
1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1.1647884456790127,LOW
1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1.2241718391358025,LOW
1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1.0250820726851853,LOW
1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1.3114671779320988,LOW
2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1.164701990432099,LOW
1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1.2690745191358024,LOW
1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1.1863091874537037,LOW
2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1.3308027426697533,LOW
1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1.1542541638888888,LOW
2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1.126164242222222,LOW
1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1.1134061523379628,LOW
2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1.1289117277777778,LOW
1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,0.9045349703703708,LOW
1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1.4286648641203703,LOW
2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1.3979932592592594,LOW
2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1.292530116666667,LOW
1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1.0410101669135805,LOW
1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1.3024306805555557,LOW
2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1.2808193199999998,LOW
1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1.356209417469136,LOW
1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1.6469700048148148,LOW
2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1.249113049722222,LOW
2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1.2275739777777779,LOW
2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1.752748226944444,LOW
2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1.251415006111111,LOW
1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1.328666482878086,LOW
1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1.5591619002469135,LOW
1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1.0953846145833335,LOW
2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1.1797137558333333,LOW
1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1.1902296116358027,LOW
2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1.1209802022222224,LOW
1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1.0540089538966049,LOW
2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1.3729909107638891,LOW
2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1.3585078989043209,LOW
1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1.043173229382716,LOW
1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1.5517693158333332,LOW
2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1.2689728549382717,LOW
2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1.2228802469135804,LOW
1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1.2699107554012345,LOW
2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1.361123720555556,LOW
1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,0.9457906508641977,LOW
2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1.176362327685185,LOW
2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1.7045906531250001,LOW
2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1.1765247320987657,LOW
2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1.3521534125,LOW
1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1.3007945301851853,LOW
2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1.4494173775925923,LOW
1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,0.9261077777777776,LOW
1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1.192672526111111,LOW
1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1.2153603124768522,LOW
2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1.1289215641666663,LOW
1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1.431708005648148,LOW
1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,0.989477379814815,LOW
2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1.4548688,LOW
1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1.2975492323456788,LOW
1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1.6616609156249997,LOW
1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1.0590670949999998,LOW
2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1.2890644987654323,LOW
2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,0.8118155749999999,LOW
2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1.6474398888888886,LOW
1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1.1812766848765432,LOW
1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1.2928294147376547,LOW
1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1.6165453294753083,LOW
1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1.6528712923765432,LOW
1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1.1992229369753087,LOW
2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1.1718380748148152,LOW
2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1.4587654576543208,LOW
1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1.3363097833333335,LOW
1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1.5091955273688271,LOW
2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1.366550565925926,LOW
1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1.8423350959722224,LOW
2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1.1788342930555553,LOW
1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1.4630954455709877,LOW
2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1.0110207364583335,LOW
1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1.130919948148148,LOW
2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1.4426495354938271,LOW
2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1.226571048888889,LOW
2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1.1922041790123457,LOW
2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1.4668807150000003,LOW
1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1.4273849239814815,LOW
1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1.0679993001929011,LOW
2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1.4516326849845675,LOW
2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1.2016567378472218,LOW
1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,0.9005932359722222,LOW
2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1.5124930802469136,LOW
1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1.0774354084876545,LOW
1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1.3561715666666667,LOW
2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1.6132031645370368,LOW
2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1.202737303703704,LOW
1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,0.9223045015432098,LOW
1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,0.9466069560185186,LOW
2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1.2444966925925929,LOW
1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1.5785599462962965,LOW
1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1.3653453929320982,LOW
1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1.0466578587962962,LOW
1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1.2981721333333334,LOW
1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1.0176818469135804,LOW
2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1.0203267361111112,LOW
2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1.831899936257716,LOW
2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1.0843288855092597,LOW
1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,0.8979866666358023,LOW
1,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,0.902341156087963,LOW
1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1.2258961382716052,LOW
2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1.0868385717592592,LOW
2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1.3557966752314816,LOW
2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1.1176980665277778,LOW
1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1.2964199474537037,LOW
1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1.1120626879629627,LOW
1,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1.3506798530092596,LOW
2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1.0602359279166664,LOW
1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1.6711506064814816,LOW
2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1.2706680513425925,LOW
2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1.1722010431249998,LOW
1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1.3177329960648152,LOW
2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1.0945748725925928,LOW
2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1.3688296051234572,LOW
